SalesOrderID,ShipMethodID,ShipToAddressID,TerritoryID
44054,1,17571,8
44055,1,29271,8
44056,1,23197,8
44057,1,11705,1
44058,1,17481,9
44059,1,19474,9
44060,1,14197,9
44061,1,15624,1
44062,1,19623,1
44063,1,23429,10
44064,1,24246,6
44065,1,13473,4
44066,1,25529,4
44067,1,26455,9
44068,1,17999,8
44069,1,29244,7
44070,1,13311,6
44071,1,24117,9
44072,1,14593,9
44073,1,14279,9
44074,5,778,2
44075,5,843,1
44076,5,620,3
44077,5,473,6
44078,5,863,1
44079,5,565,3
44080,5,1062,4
44081,5,463,6
44082,5,452,6
44083,5,548,6
44084,5,537,6
44085,5,470,6
44086,5,555,6
44087,5,1004,4
44088,5,1094,4
44089,5,1007,4
44090,5,605,4
44091,5,1079,4
44092,5,589,4
44093,5,569,4
44094,5,472,6
44095,5,1085,4
44096,5,774,3
44097,5,606,3
44098,5,973,5
44099,5,28,4
44100,5,1036,1
44101,5,984,5
44102,5,950,5
44103,5,471,6
44104,5,528,6
44105,5,609,3
44106,5,920,5
44107,5,630,4
44108,5,1048,4
44109,5,842,1
44110,5,621,3
44111,5,520,6
44112,5,544,6
44113,5,1020,4
44114,5,817,2
44115,5,1049,4
44116,5,948,5
44117,5,769,2
44118,5,11381,3
44119,5,1097,4
44120,5,567,4
44121,5,1017,1
44122,5,949,5
44123,5,809,2
44124,5,559,4
44125,5,586,3
44126,5,835,1
44127,5,1091,4
44128,5,939,5
44129,5,760,2
44130,5,976,5
44131,5,818,2
44132,5,975,5
44133,5,926,5
44134,1,24945,10
44135,1,19928,4
44136,1,13829,6
44137,1,17575,9
44138,1,18488,10
44139,1,13887,10
44140,1,27557,7
44141,1,26165,8
44142,1,21149,6
44143,1,27521,4
44144,1,20999,9
44145,1,29827,9
44146,1,21537,9
44147,1,26407,9
44148,1,13886,4
44149,1,14369,9
44150,1,19054,9
44151,1,27468,9
44152,1,20502,10
44153,1,17718,4
44154,1,19903,1
44155,1,27306,4
44156,1,24851,1
44157,1,22442,9
44158,1,23463,8
44159,1,12930,4
44160,1,20498,1
44161,1,18045,10
44162,1,14339,4
44163,1,21205,4
44164,1,20517,4
44165,1,12203,9
44166,1,25932,1
44167,1,17898,9
44168,1,28328,7
44169,1,24810,1
44170,1,29015,4
44171,1,18368,4
44172,1,19055,4
44173,1,22246,10
44174,1,12275,9
44175,1,15598,9
44176,1,16650,7
44177,1,16744,10
44178,1,29607,4
44179,1,18379,1
44180,1,24756,9
44181,1,12293,9
44182,1,22072,9
44183,1,16161,4
44184,1,27816,9
44185,1,18809,9
44186,1,16797,4
44187,1,20439,9
44188,1,15754,10
44189,1,16407,10
44190,1,27307,9
44191,1,28908,9
44192,1,27248,8
44193,1,12364,4
44194,1,12113,9
44195,1,26062,9
44196,1,28349,9
44197,1,11779,4
44198,1,14655,4
44199,1,14990,9
44200,1,12408,9
44201,1,18205,7
44202,1,22092,4
44203,1,27487,4
44204,1,14800,4
44205,1,21696,9
44206,1,11546,10
44207,1,23977,4
44208,1,29280,4
44209,1,19241,9
44210,1,26209,10
44211,1,11992,4
44212,1,20275,4
44213,1,13292,9
44214,1,25659,9
44215,1,25997,1
44216,1,14109,8
44217,1,22617,1
44218,1,25548,6
44219,1,16112,4
44220,1,22612,9
44221,1,13551,9
44222,1,12919,9
44223,1,13169,10
44224,1,15852,4
44225,1,21035,10
44226,1,22001,7
44227,1,12314,7
44228,1,21300,10
44229,1,28792,1
44230,1,21831,9
44231,1,24984,7
44232,1,26343,9
44233,1,21709,10
44234,1,21579,4
44235,1,19103,6
44236,1,16349,1
44237,1,26177,9
44238,1,25519,9
44239,1,25028,7
44240,1,28968,8
44241,1,12601,4
44242,1,28872,1
44243,1,11492,9
44244,1,20460,9
44245,1,27774,9
44246,1,13202,7
44247,1,18024,9
44248,1,11576,9
44249,1,29500,10
44250,1,15037,4
44251,1,18248,4
44252,1,25026,10
44253,1,25136,4
44254,1,22418,1
44255,1,17187,4
44256,1,23760,9
44257,1,12582,7
44258,1,26385,8
44259,1,21975,1
44260,1,12481,1
44261,1,18214,6
44262,1,24325,10
44263,1,23081,9
44264,1,24057,9
44265,1,15837,9
44266,1,24905,9
44267,1,23909,8
44268,1,23820,10
44269,1,18221,4
44270,1,16176,10
44271,1,11454,10
44272,1,23027,7
44273,1,21845,4
44274,1,23688,4
44275,1,15137,9
44276,1,25708,9
44277,1,29634,9
44278,1,19979,9
44279,1,18994,9
44280,5,777,2
44281,5,1073,4
44282,5,517,6
44283,5,482,6
44284,5,849,1
44285,5,876,1
44286,5,1074,4
44287,5,629,3
44288,5,529,6
44289,5,810,3
44290,5,1051,4
44291,5,895,1
44292,5,825,3
44293,5,821,2
44294,5,464,6
44295,5,458,6
44296,5,631,3
44297,5,755,5
44298,5,556,6
44299,5,1021,4
44300,5,525,6
44301,5,1069,4
44302,5,977,5
44303,5,782,2
44304,5,911,5
44305,5,985,5
44306,5,955,5
44307,5,808,2
44308,5,889,1
44309,5,971,5
44310,5,958,5
44311,5,783,2
44312,5,871,1
44313,5,771,2
44314,5,578,4
44315,5,592,4
44316,5,801,3
44317,5,1024,4
44318,5,807,5
44319,5,943,5
44320,1,21464,10
44321,1,14070,1
44322,1,24477,7
44323,1,25368,9
44324,1,13133,7
44325,1,29438,9
44326,1,12298,9
44327,1,22765,4
44328,1,26480,9
44329,1,24128,9
44330,1,20591,4
44331,1,27653,1
44332,1,14434,9
44333,1,20041,10
44334,1,19059,4
44335,1,28808,10
44336,1,23775,1
44337,1,22275,9
44338,1,27121,9
44339,1,24548,9
44340,1,17243,9
44341,1,15005,4
44342,1,28132,1
44343,1,29392,9
44344,1,17000,10
44345,1,29819,4
44346,1,17017,4
44347,1,20744,9
44348,1,19326,10
44349,1,23987,4
44350,1,21440,4
44351,1,25395,4
44352,1,18394,1
44353,1,13894,4
44354,1,17669,4
44355,1,14862,9
44356,1,14266,9
44357,1,19449,9
44358,1,24950,9
44359,1,14909,10
44360,1,28150,10
44361,1,29528,8
44362,1,25556,4
44363,1,19591,1
44364,1,15209,9
44365,1,22102,9
44366,1,18162,9
44367,1,12725,9
44368,1,24815,10
44369,1,15840,4
44370,1,22156,9
44371,1,12369,9
44372,1,15352,9
44373,1,22873,8
44374,1,22425,10
44375,1,22317,10
44376,1,15257,8
44377,1,25441,4
44378,1,20717,1
44379,1,23338,9
44380,1,14827,9
44381,1,28185,10
44382,1,27268,10
44383,1,18794,4
44384,1,14740,4
44385,1,18391,4
44386,1,13429,4
44387,1,14149,9
44388,1,12598,9
44389,1,29420,9
44390,1,19930,9
44391,1,17616,9
44392,1,11591,9
44393,1,19855,8
44394,1,17298,1
44395,1,24805,1
44396,1,13828,4
44397,1,19153,4
44398,1,15670,9
44399,1,14067,1
44400,1,28677,4
44401,1,21429,9
44402,1,24255,8
44403,1,28592,6
44404,1,20310,4
44405,1,22213,4
44406,1,15475,4
44407,1,26541,9
44408,1,17958,9
44409,1,27852,9
44410,1,21156,4
44411,1,18895,4
44412,1,15173,9
44413,1,18273,8
44414,1,22999,4
44415,1,23658,4
44416,1,19064,9
44417,1,17795,9
44418,1,19911,9
44419,1,18298,9
44420,1,12829,9
44421,1,16971,8
44422,1,22936,8
44423,1,14903,4
44424,1,25498,9
44425,1,21244,9
44426,1,19827,8
44427,1,12373,10
44428,1,18557,4
44429,1,15587,1
44430,1,28503,9
44431,1,27730,9
44432,1,11730,10
44433,1,15033,1
44434,1,14830,4
44435,1,15843,1
44436,1,16443,6
44437,1,13192,9
44438,1,23076,9
44439,1,23704,10
44440,1,12276,7
44441,1,18824,6
44442,1,13883,1
44443,1,22274,9
44444,1,27466,8
44445,1,24063,9
44446,1,29253,9
44447,1,26417,7
44448,1,29096,1
44449,1,17579,4
44450,1,21824,4
44451,1,12858,1
44452,1,17009,10
44453,1,28414,9
44454,1,19077,9
44455,1,23672,9
44456,1,15166,9
44457,1,23850,1
44458,1,25917,1
44459,1,12895,4
44460,1,28141,10
44461,1,14083,9
44462,1,28385,10
44463,1,24087,8
44464,1,29616,6
44465,1,14713,1
44466,1,14085,6
44467,1,22487,9
44468,1,23337,9
44469,1,26547,9
44470,1,14658,9
44471,1,14412,9
44472,1,22684,8
44473,1,26353,1
44474,1,14321,4
44475,1,26896,9
44476,1,21486,9
44477,1,28472,9
44478,1,15838,9
44479,1,18676,8
44480,1,27515,4
44481,5,1070,4
44482,5,573,3
44483,5,862,1
44484,5,503,6
44485,5,510,6
44486,5,498,6
44487,5,756,3
44488,5,930,5
44489,5,851,1
44490,5,480,6
44491,5,772,2
44492,5,1104,1
44493,5,969,5
44494,5,816,2
44495,5,446,6
44496,5,476,6
44497,5,478,6
44498,5,462,6
44499,5,509,6
44500,5,1032,4
44501,5,832,1
44502,5,758,2
44503,5,776,3
44504,5,534,6
44505,5,1052,4
44506,5,974,5
44507,5,919,5
44508,5,611,4
44509,5,596,4
44510,5,1103,1
44511,5,864,1
44512,5,523,6
44513,5,848,1
44514,5,1099,1
44515,5,765,2
44516,5,841,1
44517,5,1076,3
44518,5,30,5
44519,5,562,3
44520,5,1001,4
44521,5,1028,4
44522,5,784,2
44523,5,840,1
44524,5,770,2
44525,5,540,6
44526,5,501,6
44527,5,500,6
44528,5,598,3
44529,5,535,6
44530,5,11382,3
44531,5,829,2
44532,5,970,5
44533,5,497,6
44534,5,504,6
44535,5,466,6
44536,5,576,3
44537,5,467,6
44538,5,1015,4
44539,5,553,6
44540,5,884,1
44541,5,892,1
44542,5,449,6
44543,5,566,3
44544,5,1040,4
44545,5,588,4
44546,5,1041,4
44547,5,459,6
44548,5,1077,4
44549,5,954,5
44550,5,600,3
44551,5,1053,4
44552,5,972,5
44553,5,915,5
44554,5,890,1
44555,5,979,5
44556,5,593,4
44557,5,587,4
44558,5,802,2
44559,5,792,2
44560,5,533,6
44561,5,869,1
44562,5,913,5
44563,5,880,1
44564,5,1056,4
44565,5,963,5
44566,5,564,4
44567,5,1054,1
44568,5,785,3
44569,5,1046,3
44570,5,857,1
44571,1,29763,8
44572,1,18007,1
44573,1,14778,4
44574,1,13816,9
44575,1,27334,9
44576,1,26952,1
44577,1,13949,1
44578,1,20364,4
44579,1,24139,4
44580,1,21141,8
44581,1,19596,9
44582,1,27527,9
44583,1,29719,9
44584,1,12389,1
44585,1,23952,1
44586,1,23727,1
44587,1,12780,4
44588,1,17148,6
44589,1,17189,9
44590,1,26049,8
44591,1,13885,7
44592,1,25236,4
44593,1,25842,4
44594,1,13049,9
44595,1,20811,9
44596,1,14055,9
44597,1,18049,7
44598,1,15955,8
44599,1,25044,1
44600,1,12838,9
44601,1,29632,9
44602,1,27324,10
44603,1,20136,10
44604,1,21627,8
44605,1,13177,4
44606,1,14326,1
44607,1,15160,4
44608,1,11798,9
44609,1,27084,9
44610,1,26266,9
44611,1,22302,8
44612,1,25607,4
44613,1,18728,1
44614,1,21182,4
44615,1,13157,1
44616,1,13945,1
44617,1,27677,1
44618,1,29786,9
44619,1,29057,8
44620,1,29796,9
44621,1,23825,9
44622,1,28326,8
44623,1,25701,7
44624,1,15593,8
44625,1,28904,4
44626,1,14955,9
44627,1,20252,9
44628,1,13309,9
44629,1,16268,9
44630,1,13011,4
44631,1,28834,4
44632,1,17235,9
44633,1,22158,9
44634,1,17760,9
44635,1,14727,9
44636,1,16399,10
44637,1,13924,1
44638,1,20687,4
44639,1,14531,1
44640,1,13308,9
44641,1,28889,9
44642,1,27011,9
44643,1,22960,7
44644,1,23617,7
44645,1,14467,10
44646,1,11407,8
44647,1,23080,1
44648,1,26605,4
44649,1,21368,4
44650,1,15498,9
44651,1,26535,10
44652,1,20926,7
44653,1,16731,10
44654,1,28292,4
44655,1,24502,9
44656,1,11651,9
44657,1,15108,9
44658,1,12512,9
44659,1,25484,9
44660,1,20248,4
44661,1,23958,4
44662,1,23146,9
44663,1,24790,9
44664,1,19080,9
44665,1,12924,9
44666,1,17791,4
44667,1,25985,4
44668,1,11521,4
44669,1,28318,4
44670,1,25568,9
44671,1,12992,9
44672,1,29283,9
44673,1,13452,8
44674,1,16987,4
44675,1,15342,9
44676,1,12863,9
44677,1,13430,6
44678,1,14361,6
44679,1,14545,9
44680,1,25786,7
44681,1,25791,7
44682,1,11819,4
44683,1,18953,4
44684,1,23593,4
44685,1,25747,9
44686,1,14486,10
44687,1,21147,10
44688,1,28941,9
44689,1,23017,9
44690,1,19708,9
44691,1,29391,7
44692,1,29527,1
44693,1,24205,4
44694,1,16997,6
44695,1,27309,6
44696,1,27498,9
44697,1,23329,9
44698,1,24951,9
44699,1,19448,6
44700,1,28362,1
44701,1,16591,1
44702,1,13737,9
44703,1,12214,7
44704,1,28370,8
44705,1,16957,1
44706,1,17890,1
44707,1,26762,4
44708,1,23078,4
44709,1,19973,9
44710,1,15015,4
44711,1,20763,9
44712,1,29845,9
44713,1,16371,6
44714,1,15611,1
44715,1,18849,6
44716,1,15885,6
44717,1,28626,4
44718,1,21034,9
44719,1,12779,10
44720,1,15509,1
44721,1,27039,6
44722,1,15569,8
44723,1,22977,8
44724,1,13714,1
44725,1,20326,4
44726,1,16008,4
44727,1,20330,9
44728,1,26191,9
44729,1,18422,7
44730,1,28261,10
44731,1,23387,1
44732,1,24689,9
44733,1,29209,9
44734,1,26377,7
44735,1,18211,4
44736,1,19407,1
44737,1,28981,9
44738,1,13624,9
44739,1,27798,9
44740,5,778,2
44741,5,843,1
44742,5,565,3
44743,5,863,1
44744,5,473,6
44745,5,463,6
44746,5,452,6
44747,5,548,6
44748,5,619,4
44749,5,470,6
44750,5,555,6
44751,5,1079,4
44752,5,1007,4
44753,5,1004,4
44754,5,605,4
44755,5,589,4
44756,5,569,4
44757,5,1085,4
44758,5,606,3
44759,5,774,3
44760,5,28,4
44761,5,973,5
44762,5,1036,1
44763,5,984,5
44764,5,950,5
44765,5,471,6
44766,5,528,6
44767,5,609,3
44768,5,630,4
44769,5,920,5
44770,5,1048,4
44771,5,842,1
44772,5,621,3
44773,5,520,6
44774,5,544,6
44775,5,967,5
44776,5,1020,4
44777,5,1049,4
44778,5,817,2
44779,5,948,5
44780,5,11381,3
44781,5,1102,4
44782,5,769,2
44783,5,1097,4
44784,5,768,2
44785,5,571,3
44786,5,949,5
44787,5,567,4
44788,5,1017,1
44789,5,809,2
44790,5,1043,4
44791,5,559,4
44792,5,835,1
44793,5,586,3
44794,5,891,1
44795,5,1091,4
44796,5,1061,1
44797,5,760,2
44798,5,939,5
44799,5,976,5
44800,5,818,2
44801,5,926,5
44802,5,910,5
44803,1,23961,7
44804,1,15198,4
44805,1,18628,4
44806,1,19893,9
44807,1,26643,9
44808,1,17293,8
44809,1,11665,10
44810,1,29362,4
44811,1,25139,6
44812,1,11919,4
44813,1,14549,9
44814,1,21973,9
44815,1,25290,9
44816,1,14022,7
44817,1,21782,10
44818,1,27886,4
44819,1,13106,1
44820,1,16262,1
44821,1,18746,1
44822,1,19611,9
44823,1,21668,9
44824,1,28186,9
44825,1,14780,9
44826,1,26817,7
44827,1,17155,1
44828,1,23805,4
44829,1,14330,1
44830,1,15078,9
44831,1,28654,8
44832,1,12819,4
44833,1,29002,4
44834,1,21541,4
44835,1,13481,9
44836,1,11463,9
44837,1,13619,8
44838,1,27060,8
44839,1,25999,1
44840,1,27900,4
44841,1,24652,9
44842,1,16229,8
44843,1,28388,4
44844,1,16404,4
44845,1,29741,1
44846,1,22214,9
44847,1,19532,9
44848,1,21145,7
44849,1,13262,7
44850,1,21842,8
44851,1,24191,6
44852,1,29220,4
44853,1,18094,6
44854,1,27974,4
44855,1,20282,6
44856,1,19282,1
44857,1,11582,9
44858,1,17698,9
44859,1,13084,9
44860,1,16297,9
44861,1,15270,9
44862,1,20838,9
44863,1,19291,9
44864,1,18434,9
44865,1,23008,9
44866,1,28776,9
44867,1,21733,10
44868,1,16927,1
44869,1,15505,9
44870,1,29045,9
44871,1,22393,9
44872,1,14388,4
44873,1,17843,4
44874,1,17498,7
44875,1,27328,4
44876,1,16201,4
44877,1,15834,4
44878,1,12264,1
44879,1,21124,1
44880,1,20156,9
44881,1,27061,9
44882,1,27033,9
44883,1,14994,9
44884,1,11493,9
44885,1,16430,10
44886,1,13405,4
44887,1,13195,1
44888,1,28946,1
44889,1,23454,10
44890,1,19661,10
44891,1,13524,4
44892,1,20805,6
44893,1,14157,1
44894,1,28347,4
44895,1,27707,4
44896,1,27754,1
44897,1,13607,9
44898,1,29799,9
44899,1,26971,10
44900,1,24071,10
44901,1,14126,7
44902,1,24053,8
44903,1,26021,9
44904,1,11938,9
44905,1,19383,8
44906,1,12796,10
44907,1,14030,8
44908,1,12597,4
44909,1,26606,4
44910,1,24632,4
44911,1,15071,4
44912,1,13928,4
44913,1,29207,9
44914,1,18037,9
44915,1,25298,9
44916,1,12155,9
44917,1,11629,8
44918,1,23919,8
44919,1,14879,1
44920,1,24711,4
44921,1,26154,9
44922,1,26319,9
44923,1,16608,9
44924,1,27896,1
44925,1,12263,9
44926,1,25781,9
44927,1,14781,9
44928,1,23486,10
44929,1,21514,7
44930,1,19804,4
44931,1,24177,1
44932,1,29300,9
44933,1,17851,9
44934,1,24316,10
44935,1,17146,7
44936,1,20825,1
44937,1,13975,6
44938,1,13160,1
44939,1,29179,1
44940,1,18469,9
44941,1,29093,9
44942,1,11635,9
44943,1,20409,9
44944,1,22172,9
44945,1,27753,9
44946,1,15451,9
44947,1,26379,9
44948,1,25485,7
44949,1,18513,8
44950,1,25171,4
44951,1,29384,4
44952,1,20673,4
44953,1,14409,1
44954,1,16296,4
44955,1,19724,9
44956,1,13783,9
44957,1,27064,6
44958,1,26992,10
44959,1,24367,4
44960,1,12330,6
44961,1,15704,4
44962,1,20992,4
44963,1,15172,4
44964,1,23910,4
44965,1,28709,4
44966,1,11598,9
44967,1,18694,10
44968,1,18171,8
44969,1,28006,6
44970,1,26370,1
44971,1,17593,1
44972,1,24985,1
44973,1,17590,9
44974,1,29223,10
44975,1,13416,1
44976,1,15949,1
44977,1,29621,4
44978,1,25938,4
44979,1,22384,9
44980,1,22691,9
44981,1,15823,9
44982,1,28285,4
44983,1,16978,6
44984,1,14097,4
44985,1,13026,9
44986,1,25549,9
44987,1,23513,7
44988,1,28762,7
44989,1,20270,1
44990,1,23246,4
44991,1,22057,9
44992,1,12337,9
44993,1,13270,9
44994,1,16622,4
44995,1,15047,4
44996,1,12196,1
44997,1,23137,1
44998,1,27605,4
44999,1,14008,9
45000,1,25438,9
45001,1,18151,9
45002,1,29277,8
45003,1,16270,4
45004,1,18245,4
45005,1,28595,4
45006,1,23544,7
45007,1,22973,8
45008,1,18261,10
45009,1,12305,8
45010,1,11419,1
45011,1,11821,6
45012,1,14273,1
45013,1,28832,9
45014,1,16967,9
45015,1,15854,9
45016,1,13417,10
45017,1,14259,1
45018,1,13678,9
45019,1,14927,9
45020,1,17004,9
45021,1,28827,9
45022,1,19143,9
45023,1,16921,8
45024,1,23361,8
45025,1,16757,4
45026,1,15898,1
45027,1,28928,1
45028,1,12180,9
45029,1,25995,9
45030,1,28610,9
45031,1,16775,10
45032,1,19648,8
45033,1,22798,4
45034,1,12080,1
45035,1,24638,1
45036,1,28851,4
45037,1,24196,9
45038,5,517,6
45039,5,482,6
45040,5,1073,4
45041,5,894,1
45042,5,876,1
45043,5,849,1
45044,5,1074,4
45045,5,629,3
45046,5,1051,4
45047,5,529,6
45048,5,810,3
45049,5,855,1
45050,5,895,1
45051,5,825,3
45052,5,464,6
45053,5,821,2
45054,5,458,6
45055,5,631,3
45056,5,755,5
45057,5,556,6
45058,5,525,6
45059,5,1069,4
45060,5,1021,4
45061,5,985,5
45062,5,955,5
45063,5,808,2
45064,5,889,1
45065,5,971,5
45066,5,958,5
45067,5,783,2
45068,5,871,1
45069,5,771,2
45070,5,578,4
45071,5,801,3
45072,5,592,4
45073,5,1064,4
45074,5,1024,4
45075,5,807,5
45076,5,943,5
45077,5,911,5
45078,1,27000,7
45079,1,14787,4
45080,1,27432,1
45081,1,13365,6
45082,1,20896,9
45083,1,21538,10
45084,1,28744,4
